experiment,model,variant,context_len,event_index,perturbation,from_node,to_node,stage,head_move,ffn_move,state_bytes,t_state_ms,t_command_ms,t_recover_ms,stall_time_ms,apply_seen,apply_line,output_dir
shadow_kv_ablation,3B,with_shadow_kv,4096,1,net_slow_node1,0,1,0,1,0,41943040,0.0,52.410125732421875,707.3049545288086,52.410125732421875,True,🧭 [plan][apply] node=0 stage=0 epoch=1 layer=0 pos=10 kind=head headMove=1 ffnMove=0 from=0 to=1 (gqaGroup=3),/home/cc/yhbian/B01/edgevisor_ablation_results/run_20260525_075157/shadow_kv_ablation/3B/with_shadow_kv
shadow_kv_ablation,3B,with_shadow_kv,4096,2,net_slow_node2,2,1,0,1,0,41943040,0.0,46.08774185180664,1056.8013191223145,46.08774185180664,True,🧭 [plan][apply] node=0 stage=0 epoch=2 layer=0 pos=23 kind=head headMove=1 ffnMove=0 from=2 to=1 (gqaGroup=3),/home/cc/yhbian/B01/edgevisor_ablation_results/run_20260525_075157/shadow_kv_ablation/3B/with_shadow_kv
shadow_kv_ablation,3B,with_shadow_kv,4096,3,cpu_slow_node1,1,0,0,1,0,41943040,0.0,52.58488655090332,393.3682441711426,52.58488655090332,True,🧭 [plan][apply] node=0 stage=0 epoch=3 layer=0 pos=34 kind=head headMove=1 ffnMove=0 from=1 to=0 (gqaGroup=3),/home/cc/yhbian/B01/edgevisor_ablation_results/run_20260525_075157/shadow_kv_ablation/3B/with_shadow_kv
shadow_kv_ablation,3B,without_shadow_trans,4096,1,net_slow_node1,0,1,0,1,0,41943040,1769.6354389190674,52.3221492767334,2709.7251415252686,1821.9575881958008,True,🧭 [plan][apply] node=0 stage=0 epoch=1 layer=7 pos=10 kind=head headMove=1 ffnMove=0 from=0 to=1 (gqaGroup=3),/home/cc/yhbian/B01/edgevisor_ablation_results/run_20260525_075157/shadow_kv_ablation/3B/without_shadow_trans
shadow_kv_ablation,3B,without_shadow_trans,4096,2,net_slow_node2,2,1,0,1,0,41943040,35743.993282318115,52.642822265625,36671.464681625366,35796.63610458374,True,🧭 [plan][apply] node=0 stage=0 epoch=2 layer=5 pos=23 kind=head headMove=1 ffnMove=0 from=2 to=1 (gqaGroup=3),/home/cc/yhbian/B01/edgevisor_ablation_results/run_20260525_075157/shadow_kv_ablation/3B/without_shadow_trans
shadow_kv_ablation,3B,without_shadow_trans,4096,3,cpu_slow_node1,1,0,0,1,0,41943040,4506.753444671631,52.581787109375,5397.624969482422,4559.335231781006,True,🧭 [plan][apply] node=0 stage=0 epoch=3 layer=6 pos=35 kind=head headMove=1 ffnMove=0 from=1 to=0 (gqaGroup=3),/home/cc/yhbian/B01/edgevisor_ablation_results/run_20260525_075157/shadow_kv_ablation/3B/without_shadow_trans
shadow_kv_ablation,3B,without_shadow_recompute,4096,1,net_slow_node1,0,1,0,1,0,41943040,539.4620895385742,42.89531707763672,957.5755596160889,582.3574066162109,True,🧭 [plan][apply] node=0 stage=0 epoch=1 layer=0 pos=10 kind=head headMove=1 ffnMove=0 from=0 to=1 (gqaGroup=3),/home/cc/yhbian/B01/edgevisor_ablation_results/run_20260525_075157/shadow_kv_ablation/3B/without_shadow_recompute
shadow_kv_ablation,3B,without_shadow_recompute,4096,2,net_slow_node2,2,1,0,1,0,41943040,413.61260414123535,46.82755470275879,831.0306072235107,460.44015884399414,True,🧭 [plan][apply] node=0 stage=0 epoch=2 layer=0 pos=22 kind=head headMove=1 ffnMove=0 from=2 to=1 (gqaGroup=3),/home/cc/yhbian/B01/edgevisor_ablation_results/run_20260525_075157/shadow_kv_ablation/3B/without_shadow_recompute
shadow_kv_ablation,3B,without_shadow_recompute,4096,3,cpu_slow_node1,1,0,0,1,0,41943040,516.503095626831,52.5052547454834,634.4521045684814,569.0083503723145,True,🧭 [plan][apply] node=0 stage=0 epoch=3 layer=2 pos=34 kind=head headMove=1 ffnMove=0 from=1 to=0 (gqaGroup=3),/home/cc/yhbian/B01/edgevisor_ablation_results/run_20260525_075157/shadow_kv_ablation/3B/without_shadow_recompute
shadow_kv_ablation,8B,with_shadow_kv,4096,1,net_slow_node1,0,1,0,1,0,50331648,0.0,61.82265281677246,1507.594108581543,61.82265281677246,True,🧭 [plan][apply] node=0 stage=0 epoch=1 layer=0 pos=10 kind=head headMove=1 ffnMove=0 from=0 to=1 (gqaGroup=4),/home/cc/yhbian/B01/edgevisor_ablation_results/run_20260525_075157/shadow_kv_ablation/8B/with_shadow_kv
