experiment,model,variant,context_len,event_index,perturbation,from_node,to_node,stage,head_move,ffn_move,state_bytes,t_state_ms,t_command_ms,t_recover_ms,stall_time_ms,apply_seen,apply_line,output_dir
shadow_kv_ablation,3B,with_shadow_kv,4096,1,net_slow_stage1_node4_to3,4,3,1,1,0,37748736,0.0,52.87289619445801,1872.1458911895752,52.87289619445801,True,b01ab_run_20260525_084241_shadow_kv_ablation_3B__n3: 🧭 [plan][apply] node=3 stage=1 epoch=1 layer=11 pos=10 kind=head headMove=1 ffnMove=0 from=4 to=3 (gqaGroup=3),/home/cc/yhbian/B01/edgevisor_ablation_results/run_20260525_084241/shadow_kv_ablation/3B/with_shadow_kv
shadow_kv_ablation,3B,with_shadow_kv,4096,2,net_slow_stage1_node4_to5,4,5,1,1,0,37748736,0.0,53.21097373962402,2679.8954010009766,53.21097373962402,True,b01ab_run_20260525_084241_shadow_kv_ablation_3B__n3: 🧭 [plan][apply] node=3 stage=1 epoch=2 layer=11 pos=22 kind=head headMove=1 ffnMove=0 from=4 to=5 (gqaGroup=3),/home/cc/yhbian/B01/edgevisor_ablation_results/run_20260525_084241/shadow_kv_ablation/3B/with_shadow_kv
shadow_kv_ablation,3B,with_shadow_kv,4096,3,cpu_slow_stage1_node4_to3,4,3,1,1,0,37748736,0.0,52.22773551940918,986.1564636230469,52.22773551940918,True,b01ab_run_20260525_084241_shadow_kv_ablation_3B__n3: 🧭 [plan][apply] node=3 stage=1 epoch=3 layer=11 pos=34 kind=head headMove=1 ffnMove=0 from=4 to=3 (gqaGroup=3),/home/cc/yhbian/B01/edgevisor_ablation_results/run_20260525_084241/shadow_kv_ablation/3B/with_shadow_kv
shadow_kv_ablation,3B,without_shadow_trans,4096,1,net_slow_stage1_node4_to3,4,3,1,1,0,37748736,32128.28516960144,50.92453956604004,38016.56913757324,32179.20970916748,True,b01ab_run_20260525_084241_shadow_kv_ablation_3B__n3: 🧭 [plan][apply] node=3 stage=1 epoch=1 layer=11 pos=12 kind=head headMove=1 ffnMove=0 from=4 to=3 (gqaGroup=3),/home/cc/yhbian/B01/edgevisor_ablation_results/run_20260525_084241/shadow_kv_ablation/3B/without_shadow_trans
shadow_kv_ablation,3B,without_shadow_trans,4096,2,net_slow_stage1_node4_to5,4,5,1,1,0,37748736,32204.50210571289,52.7348518371582,37367.85173416138,32257.23695755005,True,b01ab_run_20260525_084241_shadow_kv_ablation_3B__n4: 🧭 [plan][apply] node=4 stage=1 epoch=2 layer=11 pos=24 kind=head headMove=1 ffnMove=0 from=4 to=5 (gqaGroup=3),/home/cc/yhbian/B01/edgevisor_ablation_results/run_20260525_084241/shadow_kv_ablation/3B/without_shadow_trans
shadow_kv_ablation,3B,without_shadow_trans,4096,3,cpu_slow_stage1_node4_to3,4,3,1,1,0,37748736,3777.16326713562,53.945064544677734,4869.4167137146,3831.108331680298,True,b01ab_run_20260525_084241_shadow_kv_ablation_3B__n3: 🧭 [plan][apply] node=3 stage=1 epoch=3 layer=11 pos=35 kind=head headMove=1 ffnMove=0 from=4 to=3 (gqaGroup=3),/home/cc/yhbian/B01/edgevisor_ablation_results/run_20260525_084241/shadow_kv_ablation/3B/without_shadow_trans
shadow_kv_ablation,3B,without_shadow_recompute,4096,1,net_slow_stage1_node4_to3,4,3,1,1,0,37748736,1111.7839813232422,53.71570587158203,4887.026309967041,1165.4996871948242,True,b01ab_run_20260525_084241_shadow_kv_ablation_3B__n3: 🧭 [plan][apply] node=3 stage=1 epoch=1 layer=11 pos=11 kind=head headMove=1 ffnMove=0 from=4 to=3 (gqaGroup=3),/home/cc/yhbian/B01/edgevisor_ablation_results/run_20260525_084241/shadow_kv_ablation/3B/without_shadow_recompute
shadow_kv_ablation,3B,without_shadow_recompute,4096,2,net_slow_stage1_node4_to5,4,5,1,1,0,37748736,1311.3622665405273,45.3948974609375,4728.462219238281,1356.7571640014648,True,b01ab_run_20260525_084241_shadow_kv_ablation_3B__n3: 🧭 [plan][apply] node=3 stage=1 epoch=2 layer=11 pos=23 kind=head headMove=1 ffnMove=0 from=4 to=5 (gqaGroup=3),/home/cc/yhbian/B01/edgevisor_ablation_results/run_20260525_084241/shadow_kv_ablation/3B/without_shadow_recompute
shadow_kv_ablation,3B,without_shadow_recompute,4096,3,cpu_slow_stage1_node4_to3,4,3,1,1,0,37748736,1264.176607131958,60.85038185119629,3084.797143936157,1325.0269889831543,True,b01ab_run_20260525_084241_shadow_kv_ablation_3B__n3: 🧭 [plan][apply] node=3 stage=1 epoch=3 layer=11 pos=35 kind=head headMove=1 ffnMove=0 from=4 to=3 (gqaGroup=3),/home/cc/yhbian/B01/edgevisor_ablation_results/run_20260525_084241/shadow_kv_ablation/3B/without_shadow_recompute
shadow_kv_ablation,8B,with_shadow_kv,4096,1,net_slow_stage1_node4_to3,4,3,1,1,0,46137344,0.0,49.56388473510742,5865.628480911255,49.56388473510742,True,b01ab_run_20260525_084241_shadow_kv_ablation_8B__n3: 🧭 [plan][apply] node=3 stage=1 epoch=1 layer=12 pos=10 kind=head headMove=1 ffnMove=0 from=4 to=3 (gqaGroup=4),/home/cc/yhbian/B01/edgevisor_ablation_results/run_20260525_084241/shadow_kv_ablation/8B/with_shadow_kv
