experiment,model,variant,context_len,event_index,perturbation,from_node,to_node,stage,head_move,ffn_move,state_bytes,t_state_ms,t_command_ms,t_recover_ms,stall_time_ms,apply_seen,apply_line,output_dir
shadow_kv_ablation,8B,with_shadow_kv,4096,2,net_slow_stage1_node4_to5,4,5,1,1,0,46137344,0.0,48.63762855529785,6288.628101348877,48.63762855529785,True,b01ab_run_20260525_084241_shadow_kv_ablation_8B__n3: 🧭 [plan][apply] node=3 stage=1 epoch=2 layer=12 pos=22 kind=head headMove=1 ffnMove=0 from=4 to=5 (gqaGroup=4),/home/cc/yhbian/B01/edgevisor_ablation_results/run_20260525_084241/shadow_kv_ablation/8B/with_shadow_kv
shadow_kv_ablation,8B,with_shadow_kv,4096,3,cpu_slow_stage1_node4_to3,4,3,1,1,0,46137344,0.0,42.81163215637207,1760.4897022247314,42.81163215637207,True,b01ab_run_20260525_084241_shadow_kv_ablation_8B__n3: 🧭 [plan][apply] node=3 stage=1 epoch=3 layer=12 pos=34 kind=head headMove=1 ffnMove=0 from=4 to=3 (gqaGroup=4),/home/cc/yhbian/B01/edgevisor_ablation_results/run_20260525_084241/shadow_kv_ablation/8B/with_shadow_kv
shadow_kv_ablation,8B,without_shadow_trans,4096,1,net_slow_stage1_node4_to3,4,3,1,1,0,46137344,39326.36904716492,52.94656753540039,45795.94683647156,39379.31561470032,True,b01ab_run_20260525_084241_shadow_kv_ablation_8B__n4: 🧭 [plan][apply] node=4 stage=1 epoch=1 layer=12 pos=11 kind=head headMove=1 ffnMove=0 from=4 to=3 (gqaGroup=4),/home/cc/yhbian/B01/edgevisor_ablation_results/run_20260525_084241/shadow_kv_ablation/8B/without_shadow_trans
shadow_kv_ablation,8B,without_shadow_trans,4096,2,net_slow_stage1_node4_to5,4,5,1,1,0,46137344,39329.593658447266,53.65109443664551,44948.03214073181,39383.24475288391,True,b01ab_run_20260525_084241_shadow_kv_ablation_8B__n4: 🧭 [plan][apply] node=4 stage=1 epoch=2 layer=12 pos=23 kind=head headMove=1 ffnMove=0 from=4 to=5 (gqaGroup=4),/home/cc/yhbian/B01/edgevisor_ablation_results/run_20260525_084241/shadow_kv_ablation/8B/without_shadow_trans
shadow_kv_ablation,8B,without_shadow_trans,4096,3,cpu_slow_stage1_node4_to3,4,3,1,1,0,46137344,4756.58106803894,43.2581901550293,8290.447473526001,4799.83925819397,True,b01ab_run_20260525_084241_shadow_kv_ablation_8B__n4: 🧭 [plan][apply] node=4 stage=1 epoch=3 layer=12 pos=35 kind=head headMove=1 ffnMove=0 from=4 to=3 (gqaGroup=4),/home/cc/yhbian/B01/edgevisor_ablation_results/run_20260525_084241/shadow_kv_ablation/8B/without_shadow_trans
shadow_kv_ablation,8B,without_shadow_recompute,4096,1,net_slow_stage1_node4_to3,4,3,1,1,0,46137344,1248.5134601593018,45.27854919433594,6291.215181350708,1293.7920093536377,True,b01ab_run_20260525_084241_shadow_kv_ablation_8B__n3: 🧭 [plan][apply] node=3 stage=1 epoch=1 layer=12 pos=10 kind=head headMove=1 ffnMove=0 from=4 to=3 (gqaGroup=4),/home/cc/yhbian/B01/edgevisor_ablation_results/run_20260525_084241/shadow_kv_ablation/8B/without_shadow_recompute
shadow_kv_ablation,8B,without_shadow_recompute,4096,2,net_slow_stage1_node4_to5,4,5,1,1,0,46137344,1244.2278861999512,52.23894119262695,5128.1561851501465,1296.4668273925781,True,b01ab_run_20260525_084241_shadow_kv_ablation_8B__n3: 🧭 [plan][apply] node=3 stage=1 epoch=2 layer=12 pos=22 kind=head headMove=1 ffnMove=0 from=4 to=5 (gqaGroup=4),/home/cc/yhbian/B01/edgevisor_ablation_results/run_20260525_084241/shadow_kv_ablation/8B/without_shadow_recompute
shadow_kv_ablation,8B,without_shadow_recompute,4096,3,cpu_slow_stage1_node4_to3,4,3,1,1,0,46137344,1395.2865600585938,53.75957489013672,3996.821403503418,1449.0461349487305,True,b01ab_run_20260525_084241_shadow_kv_ablation_8B__n3: 🧭 [plan][apply] node=3 stage=1 epoch=3 layer=12 pos=34 kind=head headMove=1 ffnMove=0 from=4 to=3 (gqaGroup=4),/home/cc/yhbian/B01/edgevisor_ablation_results/run_20260525_084241/shadow_kv_ablation/8B/without_shadow_recompute
pointer_swizzling_ablation,3B,with_pointer_swizzling,4096,1,pointer_rebind,4,3,1,1,0,18874368,0.0,45.45187950134277,921.8366146087646,45.45187950134277,True,b01ab_run_20260525_084241_pointer_swizzling_abla_n3: 🧭 [plan][apply] node=3 stage=1 epoch=1 layer=11 pos=10 kind=head headMove=1 ffnMove=0 from=4 to=3 (gqaGroup=3),/home/cc/yhbian/B01/edgevisor_ablation_results/run_20260525_084241/pointer_swizzling_ablation/3B/with_pointer_swizzling
pointer_swizzling_ablation,3B,without_pointer_operator_rebind,4096,1,pointer_rebind,4,3,1,1,0,18874368,3.986,52.56462097167969,518.244743347168,56.550620971679685,True,b01ab_run_20260525_084241_pointer_swizzling_abla_n3: 🧭 [plan][apply] node=3 stage=1 epoch=1 layer=11 pos=10 kind=head headMove=1 ffnMove=0 from=4 to=3 (gqaGroup=3),/home/cc/yhbian/B01/edgevisor_ablation_results/run_20260525_084241/pointer_swizzling_ablation/3B/without_pointer_operator_rebind
pointer_swizzling_ablation,3B,without_pointer_weight_rebind,4096,1,pointer_rebind,4,3,1,1,0,18874368,0.979,46.70572280883789,526.111364364624,47.68472280883789,True,b01ab_run_20260525_084241_pointer_swizzling_abla_n3: 🧭 [plan][apply] node=3 stage=1 epoch=1 layer=11 pos=10 kind=head headMove=1 ffnMove=0 from=4 to=3 (gqaGroup=3),/home/cc/yhbian/B01/edgevisor_ablation_results/run_20260525_084241/pointer_swizzling_ablation/3B/without_pointer_weight_rebind
pointer_swizzling_ablation,8B,with_pointer_swizzling,4096,1,pointer_rebind,4,3,1,1,0,25165824,0.0,54.2445182800293,2125.2317428588867,54.2445182800293,True,b01ab_run_20260525_084241_pointer_swizzling_abla_n3: 🧭 [plan][apply] node=3 stage=1 epoch=1 layer=12 pos=10 kind=head headMove=1 ffnMove=0 from=4 to=3 (gqaGroup=4),/home/cc/yhbian/B01/edgevisor_ablation_results/run_20260525_084241/pointer_swizzling_ablation/8B/with_pointer_swizzling
pointer_swizzling_ablation,8B,without_pointer_operator_rebind,4096,1,pointer_rebind,4,3,1,1,0,25165824,7.086,52.51717567443848,942.3439502716064,59.603175674438475,True,b01ab_run_20260525_084241_pointer_swizzling_abla_n4: 🧭 [plan][apply] node=4 stage=1 epoch=1 layer=12 pos=10 kind=head headMove=1 ffnMove=0 from=4 to=3 (gqaGroup=4),/home/cc/yhbian/B01/edgevisor_ablation_results/run_20260525_084241/pointer_swizzling_ablation/8B/without_pointer_operator_rebind
pointer_swizzling_ablation,8B,without_pointer_weight_rebind,4096,1,pointer_rebind,4,3,1,1,0,25165824,0.815,51.60069465637207,1300.8928298950195,52.41569465637207,True,b01ab_run_20260525_084241_pointer_swizzling_abla_n3: 🧭 [plan][apply] node=3 stage=1 epoch=1 layer=12 pos=10 kind=head headMove=1 ffnMove=0 from=4 to=3 (gqaGroup=4),/home/cc/yhbian/B01/edgevisor_ablation_results/run_20260525_084241/pointer_swizzling_ablation/8B/without_pointer_weight_rebind
