model,context_len,bandwidth_mbps,with_shadow_wall_ms,without_shadow_transfer_wall_ms,without_shadow_state_ms,net_delta_ms_positive_means_edgevisor_slower,redundancy_overhead_ms_est,threshold_context_tokens_est,with_shadow_pred_tokens_s,without_shadow_pred_tokens_s,throughput_delta_pct,static_no_edgevisor_wall_ms,edgevisor_vs_static_delta_ms,static_pred_tokens_s,edgevisor_vs_static_throughput_delta_pct,verdict,with_apply_seen,without_apply_seen,with_root_exit,without_root_exit
3B,128,1000,55028.265,74092.722,184.955,-19064.457,-18879.502,,0.0,0.0,,41884.13,13144.135,0.0,,EdgeVisor loses vs static baseline,True,True,0,0
