run_id,scenario,topology,model,ratios,weak_node,weak_network,weak_bw_mbps,weak_delay_ms,cpu_limits,steps,root_exit,wall_ms,avg_pred_ms,effective_tokens_s,reject_count,output_dir,hypothesis
vg_ablation_skew_20260527_080133,no_skew_reference,vg_332,3B,1:1:1*1:1:1*1:1,4,False,1000,0,"2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0",8,0,3156.2201976776123,176.0,5.681818181818182,0,/home/cc/yhbian/B01/vg_boundary_results/vg_ablation_skew_20260527_080133/vg_ablation_skew/3B/no_skew_reference_vg_332,VG should win/compete when bandwidth is high and compute skew is small.
vg_ablation_skew_20260527_080133,no_skew_reference,pp_fallback,3B,1@4*1@4*1@4*1@4*1@3*1@3*1@3*1@3,4,False,1000,0,"2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0",8,0,4569.2689418792725,399.25,2.504696305572949,0,/home/cc/yhbian/B01/vg_boundary_results/vg_ablation_skew_20260527_080133/vg_ablation_skew/3B/no_skew_reference_pp_fallback,VG should win/compete when bandwidth is high and compute skew is small.
vg_ablation_skew_20260527_080133,compute_skew,vg_332,3B,1:1:1*1:1:1*1:1,4,False,1000,0,"2.0,2.0,2.0,2.0,0.3,2.0,2.0,2.0",8,0,7986.6063594818115,828.5,1.2070006035003018,0,/home/cc/yhbian/B01/vg_boundary_results/vg_ablation_skew_20260527_080133/vg_ablation_skew/3B/compute_skew_vg_332,PP fallback should improve when a very slow device becomes a VG-internal TP straggler.
vg_ablation_skew_20260527_080133,compute_skew,pp_fallback,3B,1@4*1@4*1@4*1@4*1@1*1@4*1@4*1@3,4,False,1000,0,"2.0,2.0,2.0,2.0,0.3,2.0,2.0,2.0",8,0,5801.676511764526,508.5,1.966568338249754,0,/home/cc/yhbian/B01/vg_boundary_results/vg_ablation_skew_20260527_080133/vg_ablation_skew/3B/compute_skew_pp_fallback,PP fallback should improve when a very slow device becomes a VG-internal TP straggler.
vg_ablation_skew_20260527_080133,bandwidth_skew,vg_332,3B,1:1:1*1:1:1*1:1,4,True,2,80,"2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0",8,0,38576.47657394409,4648.25,0.21513472812348733,0,/home/cc/yhbian/B01/vg_boundary_results/vg_ablation_skew_20260527_080133/vg_ablation_skew/3B/bandwidth_skew_vg_332,PP fallback should improve if traffic to/from a VG-internal device is weak and PP can reduce that device's work.
vg_ablation_skew_20260527_080133,bandwidth_skew,pp_fallback,3B,1@4*1@4*1@4*1@4*1@1*1@4*1@4*1@3,4,True,2,80,"2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0",8,0,6960.6006145477295,683.75,1.4625228519195612,0,/home/cc/yhbian/B01/vg_boundary_results/vg_ablation_skew_20260527_080133/vg_ablation_skew/3B/bandwidth_skew_pp_fallback,PP fallback should improve if traffic to/from a VG-internal device is weak and PP can reduce that device's work.
vg_ablation_skew_20260527_080133,compute_and_bandwidth_skew,vg_332,3B,1:1:1*1:1:1*1:1,4,True,2,80,"2.0,2.0,2.0,2.0,0.3,2.0,2.0,2.0",8,0,41618.271827697754,4847.75,0.2062812645041514,0,/home/cc/yhbian/B01/vg_boundary_results/vg_ablation_skew_20260527_080133/vg_ablation_skew/3B/compute_and_bandwidth_skew_vg_332,PP fallback should be best when compute and bandwidth skews hit the same VG-internal device.
vg_ablation_skew_20260527_080133,compute_and_bandwidth_skew,pp_fallback,3B,1@4*1@4*1@4*1@4*1@1*1@4*1@4*1@3,4,True,2,80,"2.0,2.0,2.0,2.0,0.3,2.0,2.0,2.0",8,0,7623.723983764648,723.0,1.3831258644536653,0,/home/cc/yhbian/B01/vg_boundary_results/vg_ablation_skew_20260527_080133/vg_ablation_skew/3B/compute_and_bandwidth_skew_pp_fallback,PP fallback should be best when compute and bandwidth skews hit the same VG-internal device.
