run_id,scenario,variant,topology,ratios,root_exit,steps,event_pos,weak_node,compute_skew,bandwidth_skew,t_cmd_ms,t_recover_ms,apply_seen,wall_ms,pre_wave_avg_ms,post_wave_avg_ms,effective_post_tokens_s,reject_count,apply_line,output_dir
vg_absorb_20260527_080453,compute_skew,with_vg_absorb,3/3/2 VG,1:1:1*1:1:1*1:1,0,24,8,4,True,False,43.08128356933594,1213.3193016052246,True,11264.732360839844,165.25,511.25,1.9559902200488997,0,b01ab_vg_absorb_20260527_080453_vg_absorption_ab_n3: 🧭 [plan][apply] node=3 stage=1 epoch=1 layer=11 pos=15 kind=head headMove=1 ffnMove=0 from=4 to=3 (gqaGroup=3),/home/cc/yhbian/B01/vg_boundary_results/vg_absorb_20260527_080453/vg_absorption_ablation/3B/compute_skew_with_vg_absorb
vg_absorb_20260527_080453,compute_skew,no_vg_pp_no_absorb,"singleton PP, no VG",1@4*1@4*1@4*1@4*1@3*1@3*1@3*1@3,0,24,8,4,True,False,0.0,0.0,False,14347.786664962769,396.25,609.8125,1.639848314030952,0,,/home/cc/yhbian/B01/vg_boundary_results/vg_absorb_20260527_080453/vg_absorption_ablation/3B/compute_skew_no_vg_pp_no_absorb
vg_absorb_20260527_080453,bandwidth_skew,with_vg_absorb,3/3/2 VG,1:1:1*1:1:1*1:1,0,24,8,4,False,True,46.22197151184082,8368.10326576233,True,49448.70972633362,151.25,2894.375,0.3454977326711293,0,b01ab_vg_absorb_20260527_080453_vg_absorption_ab_n5: 🧭 [plan][apply] node=5 stage=1 epoch=1 layer=11 pos=18 kind=head headMove=1 ffnMove=0 from=4 to=3 (gqaGroup=3),/home/cc/yhbian/B01/vg_boundary_results/vg_absorb_20260527_080453/vg_absorption_ablation/3B/bandwidth_skew_with_vg_absorb
vg_absorb_20260527_080453,bandwidth_skew,no_vg_pp_no_absorb,"singleton PP, no VG",1@4*1@4*1@4*1@4*1@3*1@3*1@3*1@3,0,24,8,4,False,True,0.0,0.0,False,12750.537157058716,396.25,505.375,1.9787286668315607,0,,/home/cc/yhbian/B01/vg_boundary_results/vg_absorb_20260527_080453/vg_absorption_ablation/3B/bandwidth_skew_no_vg_pp_no_absorb
vg_absorb_20260527_080453,compute_and_bandwidth_skew,with_vg_absorb,3/3/2 VG,1:1:1*1:1:1*1:1,0,24,8,4,True,True,51.91612243652344,5615.601539611816,True,58026.036977767944,151.5,3432.5,0.29133284777858703,0,b01ab_vg_absorb_20260527_080453_vg_absorption_ab_n3: 🧭 [plan][apply] node=3 stage=1 epoch=1 layer=11 pos=17 kind=head headMove=1 ffnMove=0 from=4 to=3 (gqaGroup=3),/home/cc/yhbian/B01/vg_boundary_results/vg_absorb_20260527_080453/vg_absorption_ablation/3B/compute_and_bandwidth_skew_with_vg_absorb
vg_absorb_20260527_080453,compute_and_bandwidth_skew,no_vg_pp_no_absorb,"singleton PP, no VG",1@4*1@4*1@4*1@4*1@3*1@3*1@3*1@3,0,24,8,4,True,True,0.0,0.0,False,17404.63423728943,371.75,802.375,1.2463000467362517,0,,/home/cc/yhbian/B01/vg_boundary_results/vg_absorb_20260527_080453/vg_absorption_ablation/3B/compute_and_bandwidth_skew_no_vg_pp_no_absorb
